900001	2	1	900001	苹果    APPLE			0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900002	2	1	900002	手扒鸡手套			0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900003	2	1	900003	徐福记散糖			0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900004	2	1	900004	鲜鸡蛋(大)			0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900005	2	1	900005	瑞士蛋糕盒 1只			0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900006	2	1	900006	斧头牌食粉(小苏打)24*45			0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900007	2	1	900007	力高速冻什锦青豆2kg/包			0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900008	2	1	900008	地扪热带什果(水果罐头) 8			0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900009	2	1	900009	南韩幼砂糖30kg/包			0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900010	2	1	900010	地扪菠萝片836g/罐			0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900011	2	1	900011	丰园莲蓉20kg/桶			0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
900012	2	1	900012	新西兰奶粉(乳粉3800)25kg			0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2013-1-26 11:22:39	0	0	0		0	0		0	0		0	0	0	
