99	C0A80105	2	3	42	12.7	0	1	130	2014/1/23 9:32:00	2013/12/7 14:17:00			
100	C0A80105	2	3	42	12.7	0	1	130	2014/1/23 9:32:00	2013/12/7 14:17:00			
102	C0A80105	2	3	42	12.8	0	1	132	2014/1/23 9:34:00	2013/12/7 14:17:00			
103	C0A80105	2	3	42	12.8	0	1	132	2014/1/23 9:35:00	2013/12/7 14:17:00			
106	C0A80105	2	3	42	12.8	0	1	132	2014/1/23 9:36:00	2013/12/7 14:17:00			
108	C0A80105	2	3	42	11.6	0	1	114	2014/1/24 9:55:00	2013/12/7 14:17:00			
109	C0A80105	2	16	36	7.5	0	1	0	2014/1/26 14:49:00	2013/12/7 14:17:00			
110	C0A80105	2	19	68	14.3	0	1	0	2014/1/26 14:49:00	2013/12/7 14:17:00			
111	C0A80105	2	32	30	6.3	0	1	0	2014/1/26 14:49:00	2013/12/7 14:17:00			
112	C0A80105	2	42	23.8	5	0	1	0	2014/1/26 14:50:00	2013/12/7 14:17:00			
113	C0A80105	2	16	36	7.5	0	1	0	2014/1/26 14:50:00	2013/12/7 14:17:00			
114	C0A80105	2	16	36	7.5	0	1	0	2014/1/26 14:54:00	2013/12/7 14:17:00			
115	C0A80105	2	19	68	14.3	0	1	0	2014/1/26 14:54:00	2013/12/7 14:17:00			
116	C0A80105	2	16	36	7.5	0	1	0	2014/1/26 14:55:00	2013/12/7 14:17:00			
117	C0A80105	2	23	94	19.7	0	1	0	2014/1/26 14:56:00	2013/12/7 14:17:00			
118	C0A80105	2	16	36	7.5	0	1	0	2014/1/26 14:57:00	2013/12/7 14:17:00			
119	C0A80105	2	23	94	19.7	0	1	0	2014/1/26 14:58:00	2013/12/7 14:17:00			
120	C0A80105	2	16	36	7.5	0	1	0	2014/1/26 15:09:00	2013/12/7 14:17:00			
127	C0A80105	2	16	36	4.8	0	1	86	2014/1/26 16:39:00	2013/12/7 14:17:00			
128	C0A80105	2	16	36	4.8	0	1	86	2014/1/26 16:41:00	2013/12/7 14:17:00			
129	C0A80105	2	16	36	2.4	0	1	44	2014/1/26 16:41:00	2013/12/7 14:17:00			
130	C0A80105	2	19	68	3.6	0	1	36	2014/1/26 16:43:00	2013/12/7 14:17:00			
131	C0A80105	2	19	68	3.8	0	1	38	2014/1/26 16:44:00	2013/12/7 14:17:00			
132	C0A80105	2	21	70	3.9	0	1	38	2014/1/26 16:44:00	2013/12/7 14:17:00			
133	C0A80105	2	23	94	5.2	0	1	38	2014/1/26 16:44:00	2013/12/7 14:17:00			
134	C0A80105	2	16	36	1.2	0	1	22	2014/1/26 16:46:00	2013/12/7 14:17:00			
135	C0A80105	2	1	1.52	0.1	0	1	38	2014/1/26 16:49:00	2013/12/7 14:17:00			
136	C0A80105	2	21	70	3.9	0	1	38	2014/1/26 16:50:00	2013/12/7 14:17:00			
137	C0A80105	2	23	94	5.2	0	1	38	2014/1/26 16:50:00	2013/12/7 14:17:00			
138	C0A80105	2	21	70	3.9	0	1	38	2014/1/26 16:50:00	2013/12/7 14:17:00			
139	C0A80105	2	2	4.52	0.2	0	1	38	2014/1/26 16:51:00	2013/12/7 14:17:00			
140	C0A80105	2	16	36	3.6	0	1	66	2014/1/26 16:53:00	2013/12/7 14:17:00			
148	C0A80105	2	19	68	94.6	0	1	570	2014/1/27 16:46:00	2013/12/7 14:17:00			
149	C0A80105	2	23	94	130.8	0	1	570	2014/1/27 16:46:00	2013/12/7 14:17:00			
151	C0A80105	2	19	68	94.6	0	1	570	2014/1/27 16:46:00	2013/12/7 14:17:00			
152	C0A80105	2	21	70	97.4	0	1	570	2014/1/27 16:46:00	2013/12/7 14:17:00			
153	C0A80105	2	16	36	1.4	0	1	28	2014/1/28 15:52:00	2013/12/7 14:17:00			
158	C0A80105	2	16	36	31.1	0	1	360	2014/2/8 15:43:00	2013/12/7 14:17:00			
159	C0A80105	2	16	36	31.1	0	1	360	2014/2/8 15:43:00	2013/12/7 14:17:00			
160	C0A80105	2	16	36	0	0	1	14	2014/2/14 9:54:00	2013/12/7 14:17:00			
161	C0A80105	2	16	36	0	0	1	14	2014/2/14 9:54:00	2013/12/7 14:17:00			
162	C0A80105	2	16	36	0	0	1	14	2014/2/14 9:54:00	2013/12/7 14:17:00			
163	C0A80105	2	16	36	0.8	0	1	16	2014/2/14 9:54:00	2013/12/7 14:17:00			
164	C0A80105	2	16	36	3.6	0	1	66	2014/2/14 11:29:00	2013/12/7 14:17:00			
166	C0A80105	2	16	36	2.2	0	1	3	2014/2/18 9:09:00	2013/12/7 14:17:00			
167	C0A80105	2	16	36	2.2	0	1	3	2014/2/18 9:09:00	2013/12/7 14:17:00			
168	C0A80105	2	16	36	2.2	0	1	3	2014/2/18 9:09:00	2013/12/7 14:17:00			
169	C0A80105	2	2	4.52	0.3	0	1	52	2014/2/18 9:09:00	2013/12/7 14:17:00			
