PluName=???? ???? ???????,LFCode=10908,Code=6482,BarCode=101,Rebate=0,UnitPrice=1380,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=87
PluName=????? ??? ????????,LFCode=908,Code=4486,BarCode=101,Rebate=0,UnitPrice=550,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=88
PluName=???? ???? ???? ???? ??????? ???????,LFCode=10769,Code=6124,BarCode=101,Rebate=0,UnitPrice=920,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=89
PluName=???? ????  ???????,LFCode=769,Code=7020,BarCode=101,Rebate=0,UnitPrice=660,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=90
PluName=???? ???? ???? ???????,LFCode=302,Code=6239,BarCode=101,Rebate=0,UnitPrice=2300,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=91
PluName=????? ????? ??? ??????? ???????,LFCode=29302,Code=7069,BarCode=101,Rebate=0,UnitPrice=1375,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=92
PluName=???? ?????? ???? ??? ???? ???????,LFCode=10803,Code=6245,BarCode=101,Rebate=0,UnitPrice=895,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=93
PluName=???? ?????? ????,LFCode=803,Code=8130,BarCode=101,Rebate=0,UnitPrice=1650,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=94
PluName=???? ????? ???? ????? ???????,LFCode=229,Code=5500,BarCode=101,Rebate=0,UnitPrice=1495,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=95
PluName=???? / / ???????,LFCode=29229,Code=6890,BarCode=101,Rebate=0,UnitPrice=770,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=96
PluName=????? ???? 1???,LFCode=1009,Code=4594,BarCode=101,Rebate=0,UnitPrice=275,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=97
PluName=?? ?????? 1 ?  ??? ????????? ????? ???,LFCode=3009,Code=4794,BarCode=101,Rebate=0,UnitPrice=1100,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=98
PluName=????? ???? ???? / ???????,LFCode=821,Code=4483,BarCode=101,Rebate=0,UnitPrice=990,WeightUnit=4,Deptment=0,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=99
