0	70	0
0	1722	0
0	2601	0
0	3983	0
0	5201	0
0	5243	0
0	6405	0
0	6433	0
0	8498	0
0	11417	0
0	12726	0
0	13517	0
0	14588	0
0	14812	0
0	14882	0
0	18343	0
0	19237	0
0	21910	0
0	26545	0
0	28661	0
0	37373	0
0	41254	0
0	41404	0
0	42949	0
0	42959	0
0	43181	0
0	43184	0
0	43212	0
0	43217	0
0	43433	0
0	43436	0
0	43441	0
0	43450	0
0	43451	0
0	43455	0
0	43494	0
0	43548	0
0	43551	0
0	43560	0
0	43642	0
0	43675	0
0	43747	0
0	45006	0
0	45218	0
0	46074	0
0	46109	0
0	46301	0
0	46522	0
0	47795	0
0	53137	0
0	53218	0
0	55767	0
0	56206	0
0	56791	0
0	58262	0
0	58608	0
0	58615	0
0	59983	0
0	59990	0
0	60011	0
0	60137	0
0	60585	0
0	60649	0
0	63554	0
0	64032	0
0	64122	0
0	64635	0
0	64736	0
0	64822	0
0	65881	0
0	66528	0
0	66943	0
0	67079	0
0	68025	0
0	68194	0
0	68900	0
0	71589	0
0	73218	0
0	79055	0
0	79887	0
0	80465	0
0	81397	0
0	83352	0
0	90209	0
0	90366	0
0	90619	0
0	90646	0
0	91514	0
0	91529	0
0	91530	0
0	91767	0
0	91858	0
0	91954	0
0	91957	0
0	91958	0
0	91962	0
0	92135	0
0	92482	0
0	92490	0
0	92623	0
0	92656	0
0	92804	0
0	92807	0
0	92852	0
0	92941	0
0	93109	0
0	93115	0
0	93195	0
0	93210	0
0	93375	0
0	93447	0
0	93452	0
0	93464	0
0	93589	0
0	93591	0
0	93592	0
0	93593	0
0	93594	0
0	93595	0
0	93596	0
0	93598	0
0	93599	0
0	93600	0
0	93640	0
0	93641	0
0	93642	0
0	93643	0
0	93644	0
0	93645	0
0	93647	0
0	93648	0
0	93649	0
0	93650	0
0	93651	0
0	93719	0
0	93721	0
0	93726	0
0	93904	0
0	94046	0
0	94063	0
0	94064	0
0	94316	0
0	94378	0
0	94391	0
0	94544	0
0	94546	0
0	94657	0
0	94944	0
0	95415	0
0	95504	0
0	95510	0
0	95612	0
0	95943	0
0	96191	0
0	96196	0
0	96709	0
0	96821	0
0	96822	0
0	96823	0
0	96825	0
0	96826	0
0	96827	0
0	96828	0
0	96829	0
0	96830	0
0	96832	0
0	96833	0
0	96834	0
0	96918	0
0	96919	0
0	96920	0
0	96926	0
0	97032	0
0	97068	0
0	97137	0
0	97364	0
0	97556	0
0	97686	0
0	97757	0
0	97906	0
0	97907	0
0	97961	0
0	97967	0
0	98044	0
0	98076	0
0	98079	0
0	98081	0
0	98083	0
0	98086	0
0	98099	0
0	98101	0
0	98103	0
0	98109	0
0	98170	0
0	98201	0
0	98320	0
0	98324	0
0	98330	0
0	98334	0
0	98341	0
0	98342	0
0	98356	0
0	98363	0
0	98577	0
0	98709	0
0	98710	0
0	98828	0
0	98829	0
0	98830	0
0	98834	0
0	98837	0
0	98838	0
0	98839	0
0	98841	0
0	98845	0
0	98849	0
0	98850	0
0	98852	0
0	98855	0
0	98856	0
0	98857	0
0	98858	0
0	98859	0
0	98862	0
